Time,PosX,PosY,PosZ,VelX,VelY,VelZ,KineticEnergy
35.75,2.74161,-23.087,6.61284,0.611099,1.99438,-5.09983,15.6782
35.8,2.79974,-22.9873,6.36274,1.52198,1.98227,-4.92113,15.732
35.85,2.90139,-22.8906,6.12488,2.36347,1.89354,-4.63478,15.8298
35.9,3.04268,-22.8003,5.90407,3.12245,1.73835,-4.26007,15.9677
35.95,3.21924,-22.7195,5.70416,3.79101,1.5263,-3.81509,16.1415
36,3.42639,-22.6509,5.52819,4.3651,1.26603,-3.31606,16.3464
36.05,3.65938,-22.5964,5.37843,4.8433,0.965141,-2.77708,16.5778
36.1,3.9134,-22.5581,5.25649,5.2258,0.630165,-2.21017,16.8307
36.15,4.1837,-22.5374,5.16347,5.51361,0.266726,-1.62552,17.1005
36.2,4.46558,-22.5356,5.09998,5.70788,-0.120302,-1.03187,17.3823
36.25,4.75439,-22.5537,5.06625,5.80956,-0.526595,-0.436884,17.6716
36.3,5.04552,-22.5926,5.06211,5.81915,-0.948183,0.152292,17.9636
36.35,5.33437,-22.653,5.08708,5.73655,-1.38122,0.728626,18.2538
36.4,5.61631,-22.7353,5.1403,5.56118,-1.82178,1.2847,18.5376
36.45,5.88668,-22.8397,5.22049,5.29214,-2.26557,1.81232,18.8102
36.5,6.14075,-22.9662,5.32597,4.9285,-2.70767,2.30207,19.0669
36.55,6.3738,-23.1147,5.45452,4.46988,-3.14225,2.74314,19.3031
36.6,6.58108,-23.2845,5.60335,3.91706,-3.56223,3.12307,19.5138
36.65,6.75797,-23.4746,5.76898,3.27284,-3.95908,3.4279,19.6945
36.7,6.90004,-23.6836,5.9472,2.54307,-4.3226,3.64245,19.8407
36.75,7.00331,-23.9095,6.13304,1.73771,-4.64095,3.75098,19.9483
36.8,7.06443,-24.1496,6.32072,0.871943,-4.90097,3.73834,20.014
36.85,7.08098,-24.4006,6.50379,-0.0330352,-5.08889,3.59139,20.0352
36.9,7.05181,-24.6585,6.67523,-0.949632,-5.1914,3.30088,20.0105
36.95,6.97733,-24.9186,6.82773,-1.84429,-5.19727,2.86342,19.9402
37,6.85976,-25.176,6.95406,-2.67896,-5.09913,2.28341,19.8265
37.05,6.70329,-25.4252,7.04743,-3.41364,-4.89528,1.57428,19.6732
37.1,6.51409,-25.6613,7.10205,-4.01,-4.59099,0.758963,19.4863
37.15,6.30009,-25.8794,7.11353,-4.43542,-4.19899,-0.131039,19.2738
